Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
8,1958,RF,Wally Post,28,110,420,379,51,107,21,3,12,62,0,2,32,74,0.282,0.34,0.449,0.788,108,170,3,3,2,4,5,Right,No
9,1958,2B,Ted Kazanski,24,95,318,289,21,66,12,2,3,35,2,3,22,34,0.228,0.291,0.315,0.606,62,91,9,4,2,1,2,Right,No
10,1958,OF,Rip Repulski,29,85,262,238,33,58,9,4,13,40,0,0,15,47,0.244,0.296,0.479,0.775,102,114,9,4,2,3,1,Right,No
11,1958,UT,Dave Philley,38,91,225,207,30,64,11,4,3,31,1,1,15,20,0.309,0.357,0.444,0.802,112,92,8,1,1,1,3,Right,Yes
12,1958,C,Carl Sawatski,30,60,203,183,12,42,4,1,5,12,0,0,16,42,0.23,0.3,0.344,0.645,71,63,3,3,0,1,4,Left,No
13,1958,RF,Bob Bowman,27,91,202,184,31,53,11,2,8,24,0,1,16,30,0.288,0.343,0.5,0.843,121,92,4,0,1,1,2,Right,No
14,1958,3B,Granny Hamner,31,35,144,133,18,40,7,3,2,18,0,0,8,16,0.301,0.34,0.444,0.784,107,59,8,0,3,0,0,Right,No
15,1958,LF,Chuck Essegian,26,39,128,114,15,28,5,2,5,16,0,0,12,34,0.246,0.317,0.456,0.774,103,52,2,0,2,0,0,Right,No
16,1958,3B,Pancho Herrera,24,29,72,63,5,17,3,0,1,6,1,2,7,15,0.27,0.347,0.365,0.712,90,23,2,1,0,1,0,Right,No
17,1958,2B,Bobby Young,33,32,68,60,7,14,1,1,1,4,0,0,1,5,0.233,0.246,0.333,0.579,53,20,5,0,7,0,0,Left,No
18,1958,C,Jim Hegan,37,25,63,59,5,13,6,0,0,6,0,0,4,16,0.22,0.27,0.322,0.592,57,19,0,0,0,0,0,Right,No
19,1958,C,Joe Lonnett,31,17,54,50,0,7,2,0,0,2,0,0,2,11,0.14,0.167,0.18,0.347,-7,9,1,0,0,2,0,Right,No
20,1958,C,Jimmie Coker,22,2,6,6,0,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333,-11,1,1,0,0,0,0,Right,No
21,1958,SS,Roy Smalley,32,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1958,,Mack Burk,23,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1958,P,Robin Roberts,31,36,109,99,12,20,5,1,0,9,0,0,7,15,0.202,0.255,0.273,0.527,41,27,2,0,3,0,0,Right,Yes
24,1958,P,Ray Semproch,27,36,77,74,1,7,1,0,0,4,0,0,1,20,0.095,0.107,0.108,0.215,-42,8,0,0,2,0,0,Right,No
25,1958,P,Jack Sanford,29,38,67,59,3,10,4,0,0,2,0,0,5,17,0.169,0.234,0.237,0.472,26,14,1,0,3,0,0,Right,No
26,1958,P,Curt Simmons,29,38,63,59,4,12,1,0,0,4,0,0,1,14,0.203,0.217,0.22,0.437,17,13,2,0,3,0,0,Left,No
27,1958,P,Don Cardwell,22,16,39,38,0,8,2,0,0,3,0,0,0,11,0.211,0.211,0.263,0.474,25,10,0,0,1,0,0,Right,No
28,1958,P,Seth Morehead,23,27,27,22,1,4,0,0,0,1,0,0,2,11,0.182,0.25,0.182,0.432,18,4,0,0,3,0,0,Left,No
29,1958,P,Turk Farrell,24,54,25,24,1,5,0,0,0,1,0,0,1,11,0.208,0.24,0.208,0.448,21,5,0,0,0,0,0,Right,No
30,1958,P,Jack Meyer,26,37,19,18,1,5,0,0,0,1,0,0,0,2,0.278,0.278,0.278,0.556,49,5,1,0,1,0,0,Right,No
31,1958,P,Jim Hearn,37,39,15,14,0,0,0,0,0,0,0,0,1,8,0.0,0.067,0.0,0.067,-80,0,0,0,0,0,0,Right,No
32,1958,P,John Anderson,28,5,4,3,0,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25,-26,0,0,0,0,0,0,Right,No
33,1958,P,Jim Owens,24,1,3,2,1,0,0,0,0,0,0,0,0,2,0.0,0.333,0.0,0.333,-1,0,0,1,0,0,0,Right,No
34,1958,P,Bob Miller,32,17,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
35,1958,P,Bob Conley,24,2,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,1958,P,Hank Mason,27,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1958,P,Don Erickson,26,9,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1958,P,Johnny Gray,31,15,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1958,P,Warren Hacker,33,9,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1958,P,Angelo LiPetri,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1958,P,Tom Qualters,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1957,C,Stan Lopata,31,116,450,388,50,92,18,2,18,67,2,2,56,81,0.237,0.331,0.433,0.764,107,168,10,1,0,5,7,Right,No
2,1957,1B,Ed Bouchee,24,154,675,574,78,168,35,8,17,76,1,0,84,91,0.293,0.394,0.47,0.864,135,270,15,14,0,3,6,Left,No
3,1957,2B,Granny Hamner,30,133,549,502,59,114,19,5,10,62,3,1,34,42,0.227,0.274,0.345,0.618,67,173,23,0,7,5,3,Right,No
4,1957,SS,Chico Fernández,25,149,543,500,42,131,14,4,5,51,18,5,31,64,0.262,0.302,0.336,0.638,74,168,21,1,4,7,5,Right,No
5,1957,3B,Willie Jones,31,133,512,440,58,96,19,2,9,47,1,0,61,41,0.218,0.31,0.332,0.641,75,146,14,0,5,6,3,Right,No
6,1957,LF,Harry Anderson,25,118,452,400,53,107,15,4,17,61,2,3,36,61,0.268,0.333,0.453,0.785,112,181,6,6,3,6,7,Left,No
7,1957,CF,Richie Ashburn,30,156,729,626,93,186,26,8,0,33,13,10,94,44,0.297,0.39,0.364,0.754,108,228,10,4,1,4,1,Left,No
8,1957,RF,Rip Repulski,28,134,548,516,65,134,23,4,20,68,7,1,19,74,0.26,0.29,0.436,0.726,95,225,10,5,3,5,0,Right,No
9,1957,RF,Bob Bowman,26,99,278,237,31,63,8,2,6,23,0,0,27,50,0.266,0.352,0.392,0.744,103,93,4,6,5,3,1,Right,No
10,1957,IF,Ted Kazanski,23,62,204,185,15,49,7,1,3,11,1,1,17,20,0.265,0.327,0.362,0.689,88,67,7,0,2,0,1,Right,No
11,1957,C,Joe Lonnett,30,67,187,160,12,27,5,0,5,15,0,0,22,39,0.169,0.272,0.294,0.565,54,47,3,1,3,1,1,Right,No
12,1957,2B,Solly Hemus,34,70,130,108,8,20,6,1,0,5,1,1,20,8,0.185,0.323,0.259,0.582,62,28,8,2,0,0,4,Left,No
13,1957,UT,Chuck Harmon,33,57,87,86,14,22,2,1,0,5,7,2,1,4,0.256,0.264,0.302,0.567,54,26,3,0,0,0,0,Right,No
14,1957,SS,Roy Smalley,31,28,33,31,5,5,0,1,1,1,0,0,1,9,0.161,0.212,0.323,0.535,43,10,0,1,0,0,0,Right,No
15,1957,,Ron Northey,37,33,32,26,1,7,0,0,1,5,0,0,6,6,0.269,0.406,0.385,0.791,118,10,0,0,0,0,1,Left,No
16,1957,UT,Marv Blaylock,27,37,32,26,5,4,0,0,2,4,0,0,3,8,0.154,0.313,0.385,0.697,89,10,0,3,0,0,0,Left,No
17,1957,C,Andy Seminick,36,8,12,11,0,1,0,0,0,0,0,0,1,3,0.091,0.167,0.091,0.258,-27,1,1,0,0,0,0,Right,No
18,1957,CF,Don Landrum,21,2,9,7,1,1,1,0,0,0,0,0,2,1,0.143,0.333,0.286,0.619,71,2,0,0,0,0,0,Left,No
19,1957,,Glen Gorbous,26,3,3,2,1,1,1,0,0,1,0,0,1,0,0.5,0.667,1.0,1.667,347,2,0,0,0,0,0,Left,No
20,1957,,Frank Baumholtz,38,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
21,1957,SS,John Kennedy,30,5,2,2,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1957,2B,Bobby Morgan,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
23,1957,P,Jack Sanford,28,33,93,89,3,15,4,0,0,6,0,0,0,30,0.169,0.169,0.213,0.382,3,19,2,0,4,0,0,Right,No
24,1957,P,Robin Roberts,30,39,90,80,5,13,4,0,0,6,0,0,4,16,0.163,0.2,0.213,0.413,13,17,2,0,4,1,0,Right,Yes
25,1957,P,Curt Simmons,28,38,80,71,7,17,1,0,0,7,0,0,6,11,0.239,0.299,0.254,0.552,53,18,1,0,3,0,0,Left,No
26,1957,P,Harvey Haddix,31,41,74,68,6,21,3,1,0,6,1,0,3,12,0.309,0.333,0.382,0.716,95,26,2,0,2,1,0,Left,No
27,1957,P,Don Cardwell,21,30,39,35,4,7,1,0,1,2,0,0,0,17,0.2,0.222,0.314,0.537,44,11,0,1,3,0,0,Right,No
28,1957,P,Warren Hacker,32,20,25,23,1,6,1,0,0,1,0,0,1,3,0.261,0.292,0.304,0.596,63,7,1,0,1,0,0,Right,No
29,1957,P,Jim Hearn,36,36,19,17,0,0,0,0,0,1,0,0,0,10,0.0,0.0,0.0,0.0,-100,0,0,0,1,1,0,Right,No
30,1957,P,Bob Miller,31,32,11,8,4,2,0,0,1,4,0,0,2,4,0.25,0.364,0.625,0.989,163,5,0,0,0,1,0,Right,No
31,1957,P,Jack Meyer,25,19,9,6,0,1,0,0,0,0,0,0,2,2,0.167,0.375,0.167,0.542,55,1,0,0,1,0,0,Right,No
32,1957,P,Turk Farrell,23,52,9,9,1,1,0,0,1,1,0,0,0,5,0.111,0.111,0.444,0.556,42,4,0,0,0,0,0,Right,No
33,1957,P,Seth Morehead,22,34,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
34,1957,P,Tom Qualters,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,1957,P,Saul Rogovin,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1956,C,Stan Lopata,30,146,624,535,96,143,33,7,32,95,5,2,75,93,0.267,0.353,0.535,0.888,137,286,17,1,4,9,10,Right,No
2,1956,1B,Marv Blaylock,26,136,522,460,61,117,14,8,10,50,5,1,50,86,0.254,0.327,0.385,0.712,93,177,10,2,5,5,2,Left,No
3,1956,2B,Ted Kazanski,22,117,406,379,35,80,11,1,4,34,0,2,20,41,0.211,0.251,0.277,0.528,43,105,8,1,3,3,6,Right,No
4,1956,SS,Granny Hamner,29,122,439,401,42,90,24,3,4,42,2,0,30,42,0.224,0.276,0.329,0.605,64,132,13,0,3,4,5,Right,No
5,1956,3B,Willie Jones,30,149,621,520,88,144,20,4,17,78,5,4,92,49,0.277,0.383,0.429,0.812,121,223,15,1,3,5,6,Right,No
6,1956,LF,Del Ennis,31,153,672,630,80,164,23,3,26,95,7,3,33,62,0.26,0.299,0.43,0.729,95,271,15,3,3,3,8,Right,No
7,1956,CF,Richie Ashburn,29,154,719,628,94,190,26,8,3,50,10,1,79,45,0.303,0.384,0.384,0.768,110,241,4,5,6,1,3,Left,No
8,1956,RF,Elmer Valo,35,98,345,291,40,84,13,3,5,37,7,6,48,21,0.289,0.392,0.405,0.798,118,118,7,3,1,2,6,Left,No
9,1956,RF,Jim Greengrass,28,86,246,215,24,44,9,2,5,25,0,0,28,43,0.205,0.294,0.335,0.629,71,72,11,0,1,2,3,Right,No
10,1956,2B,Solly Hemus,33,78,225,187,24,54,10,4,5,24,1,1,28,21,0.289,0.397,0.465,0.863,134,87,6,7,1,2,2,Left,No
11,1956,C,Andy Seminick,35,60,196,161,16,32,3,1,7,23,3,0,31,38,0.199,0.332,0.36,0.692,88,58,8,1,2,0,7,Right,No
12,1956,SS,Roy Smalley,30,65,194,168,14,38,9,3,0,16,0,0,23,29,0.226,0.323,0.315,0.638,75,53,4,1,2,0,4,Right,No
13,1956,RF,Frank Baumholtz,37,76,112,100,13,27,0,0,0,9,0,2,6,6,0.27,0.309,0.27,0.579,60,27,3,1,2,3,0,Left,No
14,1956,RF,Glen Gorbous,25,15,33,33,1,6,0,0,0,1,0,0,0,1,0.182,0.182,0.182,0.364,-1,6,0,0,0,0,0,Left,No
15,1956,IF,Bobby Morgan,30,8,31,25,1,5,0,0,0,1,0,0,6,4,0.2,0.355,0.2,0.555,57,5,1,0,0,0,0,Right,No
16,1956,1B,Ed Bouchee,23,9,27,22,0,6,2,0,0,1,0,0,5,6,0.273,0.407,0.364,0.771,112,8,0,0,0,0,0,Left,No
17,1956,C,Joe Lonnett,29,16,24,22,2,4,0,0,0,0,0,0,2,7,0.182,0.25,0.182,0.432,20,4,1,0,0,0,0,Right,No
18,1956,OF,Bob Bowman,25,6,16,16,2,3,0,1,1,2,0,0,0,6,0.188,0.188,0.5,0.688,78,8,0,0,0,0,0,Right,No
19,1956,,Wally Westlake,35,5,5,4,0,0,0,0,0,0,0,0,1,3,0.0,0.2,0.0,0.2,-39,0,0,0,0,0,0,Right,No
20,1956,C,Mack Burk,21,15,1,1,3,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,447,1,0,0,0,0,0,Right,No
21,1956,P,Robin Roberts,29,43,112,100,8,20,2,1,1,8,0,0,6,13,0.2,0.248,0.27,0.518,41,27,3,1,3,2,0,Right,Yes
22,1956,P,Harvey Haddix,30,46,98,93,6,22,4,0,0,10,0,0,5,10,0.237,0.276,0.28,0.555,52,26,2,0,0,0,0,Left,No
23,1956,P,Curt Simmons,27,39,79,72,6,17,3,0,0,9,0,0,4,9,0.236,0.273,0.278,0.551,50,20,0,0,2,1,0,Left,No
24,1956,P,Saul Rogovin,34,22,39,36,0,4,0,0,0,2,0,1,0,8,0.111,0.111,0.111,0.222,-39,4,0,0,3,0,0,Right,No
25,1956,P,Stu Miller,28,29,34,25,7,4,1,0,0,1,0,0,8,2,0.16,0.364,0.2,0.564,59,5,0,0,1,0,0,Right,No
26,1956,P,Bob Miller,30,49,25,22,1,2,0,0,0,0,0,0,1,7,0.091,0.13,0.091,0.221,-38,2,1,0,2,0,0,Right,No
27,1956,P,Jack Meyer,24,41,24,20,1,4,0,0,1,1,0,0,1,7,0.2,0.238,0.35,0.588,57,7,2,0,2,0,0,Right,No
28,1956,P,Ron Negray,26,39,9,7,0,3,0,0,0,0,0,0,1,3,0.429,0.5,0.429,0.929,156,3,0,0,1,0,0,Right,No
29,1956,P,Murry Dickson,39,3,9,9,2,3,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,82,3,0,0,0,0,0,Right,No
30,1956,P,Herm Wehmeier,29,3,8,8,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,1956,P,Jim Owens,22,10,8,6,1,1,0,0,0,2,0,0,1,3,0.167,0.286,0.167,0.452,27,1,0,0,1,0,0,Right,No
32,1956,P,Jack Sanford,27,3,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,82,1,0,0,0,0,0,Right,No
33,1956,P,Ben Flowers,29,32,3,2,0,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,2,0,0,0,0,0,0,Right,No
34,1956,P,Turk Farrell,22,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
35,1956,P,Angelo LiPetri,26,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1956,P,Duane Pillette,33,20,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
37,1956,P,Bob Ross,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1955,C,Andy Seminick,34,93,330,289,32,71,12,1,11,34,1,2,32,59,0.246,0.333,0.408,0.742,98,118,8,6,3,0,2,Right,No
2,1955,1B,Marv Blaylock,25,113,297,259,30,54,7,7,3,24,6,1,31,43,0.208,0.293,0.324,0.617,66,84,4,1,3,3,2,Left,No
3,1955,2B,Bobby Morgan,29,136,565,483,61,112,20,2,10,49,6,4,73,72,0.232,0.331,0.344,0.675,82,166,13,0,6,3,0,Right,No
4,1955,SS,Roy Smalley,29,92,308,260,33,51,11,1,7,39,0,0,39,58,0.196,0.304,0.327,0.631,69,85,11,2,5,2,2,Right,No
5,1955,3B,Willie Jones,29,146,612,516,65,133,20,3,16,81,6,2,77,51,0.258,0.352,0.401,0.753,102,207,13,3,6,9,5,Right,No
6,1955,LF,Del Ennis,30,146,624,564,82,167,24,7,29,120,4,2,46,46,0.296,0.346,0.518,0.864,128,292,14,2,2,9,8,Right,No
7,1955,CF,Richie Ashburn,28,140,644,533,91,180,32,9,3,42,12,10,105,36,0.338,0.449,0.448,0.897,142,239,3,3,2,1,5,Left,No
8,1955,RF,Jim Greengrass,27,94,361,323,43,88,20,2,12,37,0,2,33,43,0.272,0.339,0.458,0.797,112,148,10,1,1,3,2,Right,No
9,1955,MI,Granny Hamner,28,104,454,405,57,104,12,4,5,43,0,1,41,30,0.257,0.323,0.343,0.666,79,139,10,1,2,5,1,Right,No
10,1955,UT,Stan Lopata,29,99,366,303,49,82,9,3,22,58,4,1,58,62,0.271,0.388,0.538,0.926,145,163,11,2,0,3,6,Right,No
11,1955,RF,Glen Gorbous,24,91,248,224,25,53,9,1,4,23,0,3,21,17,0.237,0.301,0.339,0.64,72,76,6,0,2,1,3,Left,No
12,1955,1B,Earl Torgeson,31,47,184,150,29,40,5,3,1,17,2,3,32,20,0.267,0.393,0.36,0.753,104,54,5,0,1,1,1,Left,No
13,1955,1B,Eddie Waitkus,35,33,124,107,10,30,5,0,2,14,0,1,17,7,0.28,0.379,0.383,0.762,106,41,4,0,0,0,1,Left,No
14,1955,UT,Peanuts Lowrey,37,54,114,106,9,20,4,0,0,8,2,0,7,10,0.189,0.237,0.226,0.463,25,24,8,0,0,1,0,Right,No
15,1955,OF,Stan Palys,25,15,58,52,8,15,3,0,1,8,1,0,6,5,0.288,0.362,0.404,0.766,105,21,1,0,0,0,0,Right,No
16,1955,RF,Mel Clark,30,10,35,32,3,5,3,0,0,1,0,0,3,4,0.156,0.229,0.25,0.479,29,8,2,0,0,0,0,Right,No
17,1955,C,Smoky Burgess,28,7,24,21,4,4,2,0,1,1,0,0,3,1,0.19,0.292,0.429,0.72,90,9,3,0,0,0,1,Left,No
18,1955,IF,Ted Kazanski,21,9,13,12,1,1,0,0,1,1,0,0,1,1,0.083,0.154,0.333,0.487,26,4,0,0,0,0,0,Right,No
19,1955,C,Gus Niarhos,34,7,9,9,1,1,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222,-40,1,1,0,0,0,0,Right,No
20,1955,3B,Floyd Baker,38,5,8,8,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,2,0,0,0,0,Left,No
21,1955,SS,Mickey Micelotta,26,4,5,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
22,1955,,Jim Command,26,5,5,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
23,1955,OF,Bob Bowman,24,3,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,1955,,Danny Schell,27,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,1955,,Fred Van Dusen,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,Left,No
26,1955,,Jim Westlake,24,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
27,1955,,John Easton,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,1955,P,Robin Roberts,28,51,130,107,12,27,9,4,2,13,0,0,18,18,0.252,0.36,0.467,0.827,120,50,2,0,5,0,0,Right,Yes
29,1955,P,Murry Dickson,38,36,85,82,6,18,2,0,1,3,0,0,0,9,0.22,0.22,0.28,0.5,33,23,3,0,3,0,0,Right,No
30,1955,P,Herm Wehmeier,28,34,80,72,10,20,1,1,0,7,0,0,2,26,0.278,0.299,0.319,0.618,66,23,1,1,3,2,0,Right,No
31,1955,P,Curt Simmons,26,27,48,46,5,8,1,1,0,2,0,0,1,10,0.174,0.191,0.239,0.431,15,11,1,0,1,0,0,Left,No
32,1955,P,Saul Rogovin,33,13,28,24,5,6,2,0,1,4,0,0,1,9,0.25,0.308,0.458,0.766,102,11,0,1,2,0,0,Right,No
33,1955,P,Ron Negray,25,19,27,24,0,0,0,0,0,0,0,0,1,5,0.0,0.04,0.0,0.04,-88,0,0,0,2,0,0,Right,No
34,1955,P,Jack Meyer,23,50,25,20,2,2,0,1,0,1,0,0,4,7,0.1,0.25,0.2,0.45,23,4,2,0,1,0,0,Right,No
35,1955,P,Bob Miller,29,40,19,18,1,5,1,0,0,1,0,0,0,5,0.278,0.278,0.333,0.611,63,6,0,0,1,0,0,Right,No
36,1955,P,Bob Kuzava,32,17,7,7,1,1,0,0,0,0,0,0,0,4,0.143,0.143,0.143,0.286,-23,1,0,0,0,0,0,Right,Yes
37,1955,P,Dave Cole,24,7,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,8,1,0,0,0,0,0,Right,No
38,1955,P,Ron Mrozinski,24,22,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
39,1955,P,Steve Ridzik,26,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1955,P,Thornton Kipper,26,24,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,80,1,0,0,0,0,0,Right,No
41,1955,P,Jim Owens,21,3,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
42,1955,P,Lynn Lovenguth,32,14,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
43,1955,P,Jack Spring,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
44,1955,P,Bob Greenwood,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1954,C,Smoky Burgess,27,108,392,345,41,127,27,5,4,46,1,5,42,11,0.368,0.432,0.51,0.942,146,176,10,0,1,4,5,Left,No
2,1954,1B,Earl Torgeson,30,135,582,490,63,133,22,6,5,54,7,1,75,52,0.271,0.364,0.371,0.736,93,182,13,0,11,6,6,Left,No
3,1954,2B,Granny Hamner,27,152,660,596,83,178,39,11,13,89,1,2,53,44,0.299,0.351,0.466,0.818,112,278,13,0,2,9,9,Right,No
4,1954,SS,Bobby Morgan,28,135,537,455,58,119,25,2,14,50,3,1,70,68,0.262,0.357,0.418,0.775,102,190,15,0,8,4,10,Right,No
5,1954,3B,Willie Jones,28,142,610,535,64,145,28,3,12,56,4,1,61,54,0.271,0.342,0.402,0.744,94,215,10,0,8,6,6,Right,No
6,1954,LF,Del Ennis,29,145,620,556,73,145,23,2,25,119,2,1,50,60,0.261,0.318,0.444,0.762,97,247,23,2,1,11,6,Right,No
7,1954,CF,Richie Ashburn,27,153,703,559,111,175,16,8,1,41,11,8,125,46,0.313,0.441,0.376,0.817,116,210,3,4,14,1,4,Left,No
8,1954,RF,Johnny Wyrostek,34,92,296,259,28,62,12,4,3,28,0,0,29,39,0.239,0.314,0.351,0.665,74,91,7,1,3,4,5,Left,No
9,1954,C,Stan Lopata,28,86,298,259,42,75,14,5,14,42,1,3,33,37,0.29,0.369,0.544,0.914,135,141,9,1,2,2,3,Right,No
10,1954,LF,Danny Schell,26,92,296,272,25,77,14,3,7,33,0,3,17,31,0.283,0.327,0.434,0.76,97,118,12,2,2,3,0,Right,No
11,1954,OF,Mel Clark,29,83,256,233,26,56,9,7,1,24,0,1,17,21,0.24,0.291,0.352,0.643,67,82,13,0,5,1,1,Right,No
12,1954,SS,Ted Kazanski,20,39,110,104,7,14,2,0,1,8,0,1,4,14,0.135,0.164,0.183,0.346,-9,19,4,0,0,2,1,Right,No
13,1954,IF,Floyd Baker,37,23,28,22,0,5,0,0,0,0,0,0,5,4,0.227,0.37,0.227,0.598,61,5,0,0,1,0,0,Left,No
14,1954,3B,Jim Command,25,9,20,18,1,4,1,0,1,6,0,0,2,4,0.222,0.3,0.444,0.744,92,8,0,0,0,0,1,Left,No
15,1954,,Johnny Lindell,37,7,7,5,0,1,0,0,0,2,0,0,2,3,0.2,0.429,0.2,0.629,71,1,0,0,0,0,0,Right,No
16,1954,C,Gus Niarhos,33,3,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,5,1,0,0,0,0,0,Right,No
17,1954,RF,Stan Palys,24,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,75,1,0,0,0,0,0,Right,No
18,1954,SS,Mickey Micelotta,25,13,4,3,2,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-28,0,0,0,0,0,0,Right,No
19,1954,,Stan Jok,28,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
20,1954,P,Robin Roberts,27,45,133,122,11,15,6,1,0,6,0,0,5,34,0.123,0.155,0.189,0.344,-11,23,2,0,4,2,0,Right,Yes
21,1954,P,Curt Simmons,25,38,100,91,11,16,0,0,0,8,0,0,3,20,0.176,0.202,0.176,0.378,0,16,2,0,6,0,0,Left,No
22,1954,P,Murry Dickson,37,40,85,79,4,15,2,0,0,5,0,0,2,9,0.19,0.21,0.215,0.425,12,17,2,0,4,0,0,Right,No
23,1954,P,Bob Miller,28,30,57,50,5,8,1,0,1,1,0,0,3,16,0.16,0.208,0.24,0.448,17,12,3,0,3,0,0,Right,No
24,1954,P,Herm Wehmeier,27,25,57,50,2,6,0,1,0,2,0,0,2,21,0.12,0.154,0.16,0.314,-18,8,1,0,5,0,0,Right,No
