Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
27,1908,P,Buster Brown,26,4,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,26,1,0,0,0,0,0,Right,No
1,1907,C,Red Dooin,28,101,335,313,18,66,8,4,0,14,10,0,15,38,0.211,0.252,0.262,0.513,62,82,0,2,5,0,0,Right,No
2,1907,1B,Kitty Bransfield,32,94,371,348,25,81,15,2,0,38,8,0,14,18,0.233,0.262,0.287,0.55,74,100,0,0,9,0,0,Right,No
3,1907,2B,Otto Knabe,23,129,541,444,67,113,16,9,1,34,18,0,52,48,0.255,0.339,0.338,0.677,114,150,0,5,40,0,0,Right,No
4,1907,SS,Mickey Doolin,27,145,544,509,33,104,19,7,1,47,18,0,25,46,0.204,0.243,0.275,0.518,64,140,0,1,9,0,0,Right,No
5,1907,3B,Eddie Grant,24,74,285,268,26,65,4,3,0,19,10,0,10,39,0.243,0.272,0.28,0.552,74,75,0,1,5,0,0,Left,No
6,1907,OF,Roy Thomas,33,121,529,419,70,102,15,3,1,23,11,0,83,31,0.243,0.374,0.301,0.674,113,126,0,4,15,0,0,Left,No
7,1907,OF,Sherry Magee,22,140,568,503,75,165,28,12,4,85,46,0,53,29,0.328,0.396,0.455,0.852,169,229,0,4,8,0,0,Right,No
8,1907,OF,John Titus,31,145,598,523,72,144,23,12,3,63,9,0,47,34,0.275,0.345,0.382,0.728,130,200,0,9,11,0,0,Left,No
9,1907,CI,Ernie Courtney,32,130,510,440,42,107,17,4,2,43,6,0,55,41,0.243,0.335,0.314,0.649,105,138,0,6,7,0,0,Left,No
10,1907,C,Fred Jacklitsch,31,73,238,202,19,43,7,0,0,17,7,0,27,40,0.213,0.312,0.248,0.559,77,50,0,2,1,0,0,Right,No
11,1907,OF,Fred Osborn,23,56,168,163,22,45,2,3,0,9,4,0,3,12,0.276,0.298,0.325,0.623,97,53,0,2,0,0,0,Left,No
12,1907,2B,Kid Gleason,41,36,145,126,11,18,3,0,0,6,3,0,7,12,0.143,0.2,0.167,0.367,16,21,0,2,10,0,0,Right,Yes
13,1907,UT,Paul Sentell,27,3,4,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-21,0,0,0,0,0,0,Right,No
14,1907,P,Frank Corridon,26,38,104,97,6,16,0,1,0,8,1,0,4,20,0.165,0.214,0.186,0.399,26,18,0,2,0,0,0,Right,No
15,1907,P,Tully Sparks,32,33,98,89,1,3,0,0,0,2,0,0,3,33,0.034,0.075,0.034,0.109,-66,3,0,1,4,0,0,Right,No
16,1907,P,Lew Moren,23,37,87,74,4,6,0,0,0,1,0,0,10,27,0.081,0.19,0.081,0.272,-14,6,0,0,3,0,0,Right,No
17,1907,P,Buster Brown,25,21,54,53,7,10,2,2,0,6,0,0,1,10,0.189,0.204,0.302,0.506,60,16,0,0,0,0,0,Right,No
18,1907,P,Lew Richie,23,25,47,43,3,7,0,1,0,2,0,0,2,7,0.163,0.2,0.209,0.409,29,9,0,0,2,0,0,Right,No
19,1907,P,Johnny Lush,21,17,43,40,5,8,1,1,0,5,1,0,1,6,0.2,0.22,0.275,0.495,56,11,0,0,0,0,0,Left,No
20,1907,P,Togie Pittinger,35,16,38,36,3,5,1,0,0,2,1,0,2,15,0.139,0.184,0.167,0.351,11,6,0,0,0,0,0,Left,No
21,1907,P,George McQuillan,22,6,15,11,3,4,1,1,0,0,1,0,3,4,0.364,0.5,0.636,1.136,259,7,0,0,1,0,0,Right,No
22,1907,P,Bill Duggleby?,33,5,12,9,1,1,0,0,0,0,0,0,3,5,0.111,0.333,0.111,0.444,41,1,0,0,0,0,0,Right,No
23,1907,P,Harry Coveleski,21,4,10,8,1,0,0,0,0,0,0,0,2,4,0.0,0.2,0.0,0.2,-37,0,0,0,0,0,0,Right,Yes
24,1907,P,John McCloskey?,24,3,5,4,0,0,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,-37,0,0,0,0,0,0,Right,No
1,1906,C,Red Dooin,27,113,375,351,25,86,19,1,0,32,15,0,13,50,0.245,0.274,0.305,0.579,81,107,0,1,9,0,0,Right,No
2,1906,1B,Kitty Bransfield,31,140,556,524,47,144,28,5,1,60,12,0,16,45,0.275,0.3,0.353,0.653,104,185,0,3,13,0,0,Right,No
3,1906,2B,Kid Gleason,40,135,562,494,47,112,17,2,0,34,17,0,36,29,0.227,0.281,0.269,0.55,72,133,0,1,31,0,0,Right,Yes
4,1906,SS,Mickey Doolin,26,154,586,535,41,123,19,7,1,55,16,0,27,61,0.23,0.27,0.297,0.567,77,159,0,2,22,0,0,Right,No
5,1906,3B,Ernie Courtney,31,116,449,398,53,94,12,2,0,42,6,0,45,27,0.236,0.315,0.276,0.592,85,110,0,1,5,0,0,Left,No
6,1906,OF,Roy Thomas,32,142,620,493,81,125,10,7,0,16,22,0,107,44,0.254,0.393,0.302,0.695,118,149,0,6,14,0,0,Left,No
7,1906,OF,Sherry Magee,21,154,630,563,77,159,36,8,6,67,55,0,52,59,0.282,0.348,0.407,0.755,136,229,0,5,10,0,0,Right,No
8,1906,OF,John Titus,30,145,587,484,67,129,22,5,1,57,12,0,78,39,0.267,0.378,0.339,0.717,125,164,0,9,16,0,0,Left,No
9,1906,IF,Paul Sentell,26,63,223,192,19,44,5,1,1,14,15,0,14,18,0.229,0.292,0.281,0.573,79,54,0,3,12,0,0,Right,No
10,1906,C,Jerry Donovan,29,61,179,166,11,33,4,0,0,15,2,0,6,14,0.199,0.236,0.223,0.459,44,37,0,2,3,0,0,Right,No
11,1906,3B,Joe Ward?,21,35,136,129,12,38,8,6,0,11,2,0,5,16,0.295,0.321,0.45,0.771,141,58,0,0,2,0,0,Right,No
12,1906,C,Ches Crist,24,6,12,11,1,0,0,0,0,0,0,0,0,4,0.0,0.083,0.0,0.083,-74,0,0,1,0,0,0,Right,No
13,1906,C,Harry Huston,22,2,5,4,0,0,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2,-37,0,0,0,0,0,0,Right,No
14,1906,,Hugh Duffy,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
15,1906,P,Johnny Lush,20,76,227,212,28,56,7,1,0,15,6,0,14,35,0.264,0.31,0.307,0.616,93,65,0,0,0,0,0,Left,No
16,1906,P,Tully Sparks,31,42,114,104,6,16,4,1,0,9,0,0,7,20,0.154,0.207,0.212,0.419,31,22,0,0,3,0,0,Right,No
17,1906,P,Bill Duggleby?,32,43,103,99,7,14,3,0,2,12,0,0,0,37,0.141,0.141,0.232,0.374,17,23,0,0,1,0,0,Right,No
18,1906,P,Lew Richie,22,33,69,60,1,3,1,1,0,4,0,0,7,15,0.05,0.149,0.1,0.249,-22,6,0,0,1,0,0,Right,No
19,1906,P,Togie Pittinger,34,20,50,44,5,4,1,0,0,0,0,0,3,14,0.091,0.184,0.114,0.297,-7,5,0,2,1,0,0,Left,No
20,1906,P,John McCloskey?,23,9,15,15,2,3,1,0,0,1,0,0,0,3,0.2,0.2,0.267,0.467,46,4,0,0,0,0,0,Right,No
21,1906,P,Walter Moser,25,6,14,14,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1906,P,Harry Kane,22,6,10,8,0,0,0,0,0,0,0,0,1,1,0.0,0.111,0.0,0.111,-65,0,0,0,1,0,0,Left,No
23,1906,P,Charlie Roy,22,8,9,7,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
24,1906,P,Kid Nichols,36,4,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
1,1905,C,Red Dooin,26,113,403,380,45,95,13,5,0,36,12,0,10,40,0.25,0.269,0.311,0.58,76,118,0,0,10,0,0,Right,No
2,1905,1B,Kitty Bransfield,30,151,627,580,55,150,23,9,3,76,27,0,27,45,0.259,0.294,0.345,0.639,94,200,0,2,18,0,0,Right,No
3,1905,2B,Kid Gleason,39,155,699,608,95,150,17,7,1,50,16,0,45,45,0.247,0.302,0.303,0.604,84,184,0,3,43,0,0,Right,Yes
4,1905,SS,Mickey Doolin,25,136,527,492,53,125,27,11,1,48,17,0,24,82,0.254,0.292,0.36,0.651,98,177,0,2,6,0,0,Right,No
5,1905,3B,Ernie Courtney,30,155,681,601,77,165,14,7,2,77,17,0,47,53,0.275,0.334,0.331,0.665,103,199,0,7,26,0,0,Left,No
6,1905,OF,Roy Thomas,31,147,675,562,118,178,11,6,0,31,23,0,93,52,0.317,0.417,0.358,0.775,136,201,0,4,16,0,0,Left,No
7,1905,OF,Sherry Magee,20,155,669,603,100,180,24,17,5,98,48,0,44,58,0.299,0.354,0.42,0.774,135,253,0,8,14,0,0,Right,No
8,1905,OF,John Titus,29,147,635,548,99,169,36,14,2,89,11,0,69,44,0.308,0.397,0.436,0.834,153,239,0,12,6,0,0,Left,No
9,1905,C,Fred Abbott,30,42,145,128,9,25,6,1,0,12,4,0,6,23,0.195,0.248,0.258,0.506,54,33,0,3,6,0,0,Right,No
10,1905,SS,Otto Krueger,28,46,133,114,10,21,1,1,0,12,1,0,13,9,0.184,0.273,0.211,0.484,48,24,0,1,4,0,0,Right,No
11,1905,C,Mike Kahoe,31,16,53,51,2,13,2,0,0,4,1,0,1,3,0.255,0.269,0.294,0.563,71,15,0,0,1,0,0,Right,No
12,1905,OF,Hugh Duffy,38,15,41,40,7,12,2,1,0,3,0,0,1,0,0.3,0.317,0.4,0.717,118,16,0,0,0,0,0,Right,No
13,1905,C,Red Munson?,21,9,27,26,1,3,1,0,0,2,0,0,0,3,0.115,0.115,0.154,0.269,-18,4,0,0,1,0,0,Right,No
14,1905,OF,Johnny Lush,19,6,19,16,3,5,0,0,0,1,0,0,1,2,0.313,0.389,0.313,0.701,114,5,0,1,1,0,0,Left,No
15,1905,P,Togie Pittinger,33,46,138,122,9,19,0,0,0,6,1,0,3,46,0.156,0.183,0.156,0.338,3,19,0,1,12,0,0,Left,No
16,1905,P,Bill Duggleby?,31,38,109,101,5,11,5,1,1,6,0,0,5,41,0.109,0.151,0.208,0.359,9,21,0,0,3,0,0,Right,No
17,1905,P,Tully Sparks,30,34,101,94,8,12,2,1,0,5,0,0,4,21,0.128,0.163,0.17,0.333,1,16,0,0,3,0,0,Right,No
18,1905,P,Frank Corridon,24,35,82,72,6,15,1,1,1,8,2,0,8,20,0.208,0.288,0.292,0.579,76,21,0,0,2,0,0,Right,No
19,1905,P,Kid Nichols,35,17,55,53,3,10,1,0,0,2,0,0,2,17,0.189,0.218,0.208,0.426,30,11,0,0,0,0,0,Right,Yes
20,1905,P,Jack Sutthoff,32,13,29,25,1,2,1,0,0,0,0,0,3,6,0.08,0.179,0.12,0.299,-9,3,0,0,1,0,0,Left,No
21,1905,P,Ralph Caldwell,21,7,15,15,2,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
22,1905,P,Harry Kane,21,2,7,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,1,1,0,0,1,0,0,Left,No
23,1905,P,King Brady,24,2,5,5,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,22,1,0,0,0,0,0,Right,No
24,1905,P,Buck Washer,22,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1904,C,Red Dooin,25,108,373,355,41,86,11,4,6,36,15,0,8,25,0.242,0.261,0.346,0.607,89,123,0,1,3,0,0,Right,No
2,1904,1B,Jack Doyle,34,66,259,236,20,52,10,3,1,22,4,0,19,18,0.22,0.281,0.301,0.582,82,71,0,1,3,0,0,Right,No
3,1904,2B,Kid Gleason,38,153,661,587,61,161,23,6,0,42,17,0,37,36,0.274,0.319,0.334,0.653,104,196,0,2,35,0,0,Right,Yes
4,1904,SS,Rudy Hulswitt,27,113,436,406,36,99,11,4,1,36,8,0,16,37,0.244,0.276,0.298,0.574,79,121,0,2,12,0,0,Right,No
5,1904,3B,Harry Wolverton,30,102,440,398,43,106,15,5,0,49,18,0,26,7,0.266,0.321,0.329,0.65,103,131,0,6,10,0,0,Right,Yes
6,1904,OF,Roy Thomas,30,139,616,496,92,144,6,6,3,29,28,0,102,61,0.29,0.416,0.345,0.761,138,171,0,5,7,0,0,Left,No
7,1904,OF,Sherry Magee,19,95,394,364,51,101,15,12,3,57,11,0,14,23,0.277,0.308,0.409,0.717,123,149,0,2,7,0,0,Right,No
8,1904,OF,John Titus,28,146,574,504,60,148,25,5,4,55,15,0,46,38,0.294,0.362,0.387,0.749,134,195,0,8,7,0,0,Left,No
9,1904,UT,Johnny Lush,18,106,408,369,39,102,22,3,2,42,12,0,27,46,0.276,0.336,0.369,0.704,120,136,0,6,6,0,0,Left,No
10,1904,C,Frank Roth,25,81,250,229,28,59,8,1,1,20,8,0,12,28,0.258,0.298,0.314,0.612,91,72,0,1,4,0,0,Right,No
11,1904,IF,She Donahue,27,58,209,200,21,43,4,0,0,14,7,0,3,19,0.215,0.227,0.235,0.462,44,47,0,0,2,0,0,Right,No
12,1904,IF,Bob Hall?,25,46,180,163,11,26,4,0,0,17,5,0,14,36,0.16,0.226,0.184,0.41,28,30,0,0,3,0,0,Right,No
13,1904,OF,John Barry,25,35,138,122,15,25,2,0,0,3,2,0,11,9,0.205,0.281,0.221,0.503,58,27,0,2,3,0,0,Right,No
14,1904,OF,Hugh Duffy,37,18,60,46,10,13,1,1,0,5,3,0,13,1,0.283,0.441,0.348,0.789,147,16,0,0,0,0,0,Right,No
15,1904,OF,Deacon Van Buren,33,12,48,43,2,10,2,0,0,3,2,0,3,2,0.233,0.283,0.279,0.562,76,12,0,0,2,0,0,Left,No
16,1904,3B,Jesse Purnell,23,7,24,19,2,2,0,0,0,1,1,0,4,7,0.105,0.292,0.105,0.397,26,2,0,1,0,0,0,Left,No
17,1904,C,Doc Marshall,28,8,20,20,1,2,0,0,0,1,0,0,0,5,0.1,0.1,0.1,0.2,-38,2,0,0,0,0,0,Right,No
18,1904,1B,Klondike Douglass,32,3,12,10,1,3,0,0,0,1,0,0,0,1,0.3,0.364,0.3,0.664,108,3,0,1,0,0,0,Left,No
19,1904,OF,Tom Fleming,30,3,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
20,1904,2B,Herman Long,38,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,56,1,0,0,0,0,0,Left,No
21,1904,C,Butch Rementer,26,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1904,P,Chick Fraser,30,44,123,110,5,17,3,1,0,13,0,0,7,33,0.155,0.212,0.2,0.412,29,22,0,1,5,0,0,Right,No
23,1904,P,Fred Mitchell,26,25,93,82,9,17,3,1,0,3,1,0,5,10,0.207,0.253,0.268,0.521,63,22,0,0,3,0,0,Right,No
24,1904,P,Bill Duggleby?,30,32,87,82,7,14,3,0,2,9,0,0,1,25,0.171,0.181,0.28,0.461,43,23,0,0,2,0,0,Right,No
25,1904,P,Tully Sparks,29,26,81,76,6,8,1,0,0,2,0,0,2,14,0.105,0.128,0.118,0.247,-23,9,0,0,0,0,0,Right,No
26,1904,P,Jack Sutthoff,31,19,65,61,5,10,0,2,0,2,1,0,2,16,0.164,0.19,0.23,0.42,31,14,0,0,2,0,0,Left,No
27,1904,P,John McPherson?,35,15,50,47,0,3,0,0,0,1,0,0,2,13,0.064,0.102,0.064,0.166,-48,3,0,0,1,0,0,Right,No
28,1904,P,Frank Corridon,23,12,37,35,4,6,1,0,0,3,0,0,1,9,0.171,0.216,0.2,0.416,30,7,0,1,0,0,0,Right,No
29,1904,P,Ralph Caldwell,20,6,19,18,1,8,0,0,0,2,0,0,1,2,0.444,0.474,0.444,0.918,187,8,0,0,0,0,0,Left,No
30,1904,P,John Brackenridge,23,7,14,13,0,2,0,0,0,1,1,0,1,3,0.154,0.214,0.154,0.368,16,2,0,0,0,0,0,Right,No
31,1904,P,Tom Barry?,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1903,C,Frank Roth,24,68,236,220,27,60,11,4,0,22,3,0,9,18,0.273,0.304,0.359,0.663,96,79,0,1,1,0,0,Right,No
2,1903,1B,Klondike Douglass,31,105,420,377,43,96,5,4,1,36,6,0,28,16,0.255,0.308,0.297,0.605,79,112,0,1,11,0,0,Left,No
3,1903,2B,Kid Gleason,37,106,459,412,65,117,19,6,1,49,12,0,23,19,0.284,0.326,0.367,0.693,105,151,0,3,20,0,0,Right,Yes
4,1903,SS,Rudy Hulswitt,26,138,560,519,56,128,22,9,1,58,10,0,28,34,0.247,0.288,0.329,0.617,83,171,0,2,11,0,0,Right,No
5,1903,3B,Harry Wolverton,29,123,543,494,72,152,13,12,0,53,10,0,18,15,0.308,0.342,0.383,0.725,115,189,0,8,23,0,0,Right,Yes
6,1903,OF,Roy Thomas,29,130,612,477,88,156,11,2,1,27,17,0,107,46,0.327,0.453,0.365,0.818,143,174,0,3,20,0,0,Left,No
7,1903,OF,Bill Keister,31,100,429,400,53,128,27,7,3,63,11,0,14,32,0.32,0.352,0.445,0.797,136,178,0,6,9,0,0,Left,No
8,1903,OF,John Barry,24,138,603,550,75,152,24,5,1,60,26,0,30,39,0.276,0.321,0.344,0.664,97,189,0,6,14,0,0,Right,No
9,1903,OF,John Titus,27,72,313,280,38,80,15,6,2,34,5,0,19,30,0.286,0.34,0.404,0.744,120,113,0,4,10,0,0,Left,No
10,1903,IF,Bill Hallman,36,63,227,198,20,42,11,2,0,17,2,0,16,15,0.212,0.271,0.288,0.559,66,57,0,0,13,0,0,Right,No
11,1903,C,Red Dooin,24,62,201,188,18,41,5,1,0,14,9,0,8,21,0.218,0.254,0.255,0.509,51,48,0,1,4,0,0,Right,No
12,1903,C,Charles Zimmer,42,37,133,118,9,26,3,1,1,19,3,0,9,14,0.22,0.292,0.288,0.58,72,34,0,3,3,0,0,Right,No
13,1903,2B,Roy Brashear,29,20,84,75,9,17,3,0,0,4,2,0,6,8,0.227,0.284,0.267,0.551,63,20,0,0,2,0,0,Right,No
14,1903,3B,John Walsh,24,1,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
15,1903,,John Rudolph,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
16,1903,P,Bill Duggleby?,29,36,109,104,10,24,5,1,0,9,0,0,1,39,0.231,0.245,0.298,0.543,61,31,0,1,3,0,0,Right,No
17,1903,P,Chick Fraser,29,32,109,93,12,19,3,1,1,8,4,0,14,23,0.204,0.308,0.29,0.599,78,27,0,0,2,0,0,Right,No
18,1903,P,Tully Sparks,28,28,100,92,7,10,2,0,0,5,0,0,5,26,0.109,0.155,0.13,0.285,-15,12,0,0,3,0,0,Right,No
19,1903,P,Fred Mitchell,25,29,98,95,11,19,4,0,0,10,0,0,0,17,0.2,0.2,0.242,0.442,31,23,0,0,2,0,0,Right,No
20,1903,P,Jack McFetridge?,33,14,40,34,4,6,2,1,0,8,0,0,2,10,0.176,0.222,0.294,0.516,52,10,0,0,3,0,0,Right,No
21,1903,P,Libe Washburn,29,8,19,18,1,3,0,0,0,1,0,0,1,3,0.167,0.211,0.167,0.377,12,3,0,0,0,0,0,Right,Yes
22,1903,P,Fred Burchell,23,6,16,16,0,3,0,0,0,1,0,0,0,4,0.188,0.188,0.188,0.375,11,3,0,0,0,0,0,Right,No
23,1903,P,Warren McLaughlin?,27,3,10,10,0,2,1,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,47,3,0,0,0,0,0,Right,No
24,1903,P,Pop Williams,29,2,7,7,0,2,0,0,0,2,0,0,0,0,0.286,0.286,0.286,0.571,69,2,0,0,0,0,0,Left,No
1,1902,C,Red Dooin,23,94,358,333,20,77,7,3,0,35,8,0,10,26,0.231,0.262,0.27,0.533,63,90,0,4,8,0,0,Right,No
2,1902,1B,Hughie Jennings,33,78,322,290,32,79,13,4,1,32,8,0,14,19,0.272,0.33,0.355,0.685,109,103,0,11,7,0,0,Right,No
3,1902,2B,Pete Childs?,30,123,453,403,25,78,5,0,0,25,6,0,34,31,0.194,0.256,0.206,0.462,41,83,0,0,10,0,0,Right,No
4,1902,SS,Rudy Hulswitt,25,128,537,497,59,135,11,7,0,38,12,0,30,49,0.272,0.316,0.322,0.638,95,160,0,2,8,0,0,Right,No
5,1902,3B,Bill Hallman,35,73,281,254,14,63,8,4,0,35,9,0,14,19,0.248,0.287,0.311,0.598,83,79,0,0,9,0,0,Right,No
6,1902,OF,Roy Thomas,28,138,626,500,89,143,4,7,0,24,17,0,107,53,0.286,0.414,0.322,0.736,125,161,0,2,17,0,0,Left,No
7,1902,OF,John Barry,23,138,606,543,65,156,20,6,3,58,14,0,44,47,0.287,0.343,0.363,0.706,115,197,0,2,17,0,0,Right,No
8,1902,OF,George Browne,26,70,305,281,41,73,7,1,0,26,11,0,16,28,0.26,0.304,0.292,0.596,82,82,0,2,6,0,0,Left,No
9,1902,UT,Klondike Douglass,30,109,443,408,37,95,12,3,0,37,6,0,23,15,0.233,0.274,0.277,0.551,68,113,0,0,10,0,0,Left,No
10,1902,OF,Henry Krug,25,53,216,198,20,45,3,3,0,14,2,0,7,16,0.227,0.261,0.273,0.534,63,54,0,2,8,0,0,Right,No
11,1902,3B,Harry Wolverton,28,34,152,136,12,40,3,2,0,16,3,0,9,4,0.294,0.347,0.346,0.693,111,47,0,2,5,0,0,Right,Yes
12,1902,C,Fred Jacklitsch,26,38,127,114,8,23,4,0,0,8,2,0,9,20,0.202,0.278,0.237,0.515,57,27,0,3,1,0,0,Right,No
13,1902,3B,Paddy Greene,27,19,70,65,6,11,1,0,0,1,2,0,2,12,0.169,0.206,0.185,0.39,19,12,0,1,2,0,0,Right,No
14,1902,3B,Harry Felix,26,16,44,37,3,5,0,0,0,2,0,0,4,10,0.135,0.22,0.135,0.355,9,5,0,0,3,0,0,Right,No
15,1902,UT,Bill Thomas,24,6,18,17,1,2,0,0,0,0,0,0,1,6,0.118,0.167,0.118,0.284,-13,2,0,0,0,0,0,Right,No
16,1902,OF,Tom Fleming,28,5,18,16,2,6,0,0,0,2,0,0,1,1,0.375,0.412,0.375,0.787,140,6,0,0,1,0,0,Left,No
17,1902,C,Nap Shea,28,3,10,8,1,1,0,0,0,0,0,0,1,1,0.125,0.3,0.125,0.425,30,1,0,1,0,0,0,Right,No
18,1902,OF,Bill Clay,27,3,8,8,1,2,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,53,2,0,0,0,0,0,Left,No
19,1902,C,Joe Berry,29,1,5,4,0,1,0,0,0,1,1,0,1,0,0.25,0.4,0.25,0.65,99,1,0,0,0,0,0,Right,Yes
20,1902,OF,Ed Watkins?,25,1,4,3,0,0,0,0,0,0,0,0,1,3,0.0,0.25,0.0,0.25,-23,0,0,0,0,0,0,Right,No
21,1902,,Tom Maher?,26,2,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,1902,OF,Frank Mahar?,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
23,1902,P,Doc White,23,61,200,179,17,47,3,1,1,15,5,0,11,23,0.263,0.305,0.307,0.613,87,55,0,0,9,0,0,Left,No
24,1902,P,Bill Duggleby?,28,33,103,98,7,17,5,1,0,4,1,0,3,32,0.173,0.198,0.245,0.443,35,24,0,0,1,0,0,Right,No
25,1902,P,Chick Fraser,28,29,97,86,15,15,3,1,0,5,0,0,9,18,0.174,0.253,0.233,0.485,48,20,0,0,0,0,0,Right,No
26,1902,P,Ham Iburg,28,31,90,87,4,12,1,0,0,5,1,0,3,38,0.138,0.167,0.149,0.316,-3,13,0,0,0,0,0,Right,No
27,1902,P,Bill Magee,26,8,22,19,2,4,0,0,0,2,0,0,0,2,0.211,0.211,0.211,0.421,29,4,0,0,0,0,0,Right,No
28,1902,P,Cy Vorhees?,27,10,22,20,3,7,0,0,0,3,0,0,2,3,0.35,0.409,0.35,0.759,132,7,0,0,0,0,0,Right,No
29,1902,P,Barney McFadden,27,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,1902,P,Bill Wolff?,26,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,103,1,0,0,0,0,0,Right,No
31,1902,P,Jesse Whiting?,23,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,103,1,0,0,0,0,0,Right,No
32,1902,P,Solly Salisbury,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1902,P,Jacob Fox?,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1901,C,Ed McFarland,27,74,316,295,33,84,14,2,1,32,11,0,18,24,0.285,0.326,0.356,0.682,96,105,0,0,3,0,0,Right,No
2,1901,1B,Hughie Jennings,32,82,347,302,38,79,21,2,1,39,13,0,25,29,0.262,0.342,0.354,0.696,100,107,0,12,8,0,0,Right,No
3,1901,2B,Bill Hallman,34,123,506,445,46,82,13,5,0,38,13,0,26,39,0.184,0.236,0.236,0.472,36,105,0,4,29,0,0,Right,No
4,1901,SS,Monte Cross,31,139,548,483,49,95,14,1,1,44,24,0,52,91,0.197,0.281,0.236,0.518,49,114,0,5,7,0,0,Right,No
5,1901,3B,Harry Wolverton,27,93,413,379,42,117,15,4,0,43,13,0,22,20,0.309,0.356,0.369,0.726,109,140,0,6,6,0,0,Right,Yes
6,1901,OF,Roy Thomas,27,129,603,479,102,148,5,2,1,28,27,0,100,56,0.309,0.437,0.334,0.771,123,160,0,9,15,0,0,Left,No
7,1901,OF,Elmer Flick,25,138,616,540,112,180,32,17,8,88,30,0,52,56,0.333,0.399,0.5,0.899,157,270,0,7,13,0,0,Left,No
8,1901,OF,Ed Delahanty,33,139,621,542,106,192,38,16,8,108,29,0,65,60,0.354,0.427,0.528,0.955,173,286,0,4,10,0,0,Right,No
9,1901,2B,John Barry,22,67,281,252,35,62,10,0,1,22,13,0,15,22,0.246,0.294,0.298,0.591,70,75,0,2,12,0,0,Right,No
10,1901,OF,Jimmy Slagle,27,48,209,183,20,37,6,2,1,20,5,0,16,14,0.202,0.277,0.273,0.55,58,50,0,3,7,0,0,Left,No
11,1901,C,Klondike Douglass,29,51,189,173,14,56,6,1,0,23,10,0,11,11,0.324,0.371,0.37,0.741,113,64,0,2,3,0,0,Left,No
12,1901,C,Fred Jacklitsch,25,33,134,120,14,30,4,3,0,24,2,0,12,22,0.25,0.328,0.333,0.662,90,40,0,2,0,0,0,Right,No
13,1901,2B,Joe Dolan?,28,10,40,37,0,3,0,0,0,2,0,0,2,6,0.081,0.128,0.081,0.209,-39,3,0,0,0,0,0,Right,No
